章节号,章节名,事件ID,事件名称,事件类型,事件年代,距司马谈,距司马迁,史源类型,可信度,推理依据
083,鲁仲连邹阳列传,083-007,鲁仲连再辞爵禄,政治活动,-249,139,149,文献传承,C,先秦史事，依据《战国策》等文献
083,鲁仲连邹阳列传,083-008,邹阳下狱,政治活动,-148,38,48,文献传承,C,先秦史事，依据《战国策》等文献
083,鲁仲连邹阳列传,083-009,邹阳狱中上书,文化活动,-148,38,48,文献传承,B,先秦人物文化活动，依据学派传承
084,屈原贾生列传,084-001,屈原任左徒受谗疏,政治活动,-318,208,218,文献传承,C,先秦史事，依据《战国策》等文献
084,屈原贾生列传,084-002,屈原作离骚,文化活动,-317,207,217,文献传承,B,先秦人物文化活动，依据学派传承
084,屈原贾生列传,084-003,张仪欺楚绝齐,政治活动,-313,203,213,文献传承,C,先秦史事，依据《战国策》等文献
084,屈原贾生列传,084-004,楚大败于丹淅,战争,-312,202,212,文献传承,C,先秦史事，依据《战国策》等文献
084,屈原贾生列传,084-005,怀王入秦不返,政治活动,-299,189,199,文献传承,C,先秦史事，依据《战国策》等文献
084,屈原贾生列传,084-006,顷襄王立子兰为令尹,继位,-298,188,198,文献传承,C,距司马谈188年，依赖文献
084,屈原贾生列传,084-007,屈原被迁,政治活动,-296,186,196,文献传承,C,先秦史事，依据《战国策》等文献
084,屈原贾生列传,084-008,屈原投汨罗自沉,政治活动,-278,168,178,文献传承,C,先秦史事，依据《战国策》等文献
084,屈原贾生列传,084-009,贾谊拜博士超迁,政治活动,-179,69,79,文献传承,C,先秦史事，依据《战国策》等文献
084,屈原贾生列传,084-010,贾谊建议改制,政治改革,-178,68,78,家族传承,C,距司马谈68年，可能有2-3代传承
084,屈原贾生列传,084-011,贾谊贬长沙王太傅,政治活动,-176,66,76,文献传承,C,先秦史事，依据《战国策》等文献
084,屈原贾生列传,084-012,贾谊吊屈原作赋,文化活动,-176,66,76,文献传承,B,先秦人物文化活动，依据学派传承
084,屈原贾生列传,084-013,贾谊宣室夜对,政治活动,-173,63,73,文献传承,C,先秦史事，依据《战国策》等文献
084,屈原贾生列传,084-014,贾谊任梁怀王太傅,政治活动,-173,63,73,文献传承,C,先秦史事，依据《战国策》等文献
084,屈原贾生列传,084-015,贾谊谏削诸侯,政治改革,-172,62,72,家族传承,C,距司马谈62年，可能有2-3代传承
084,屈原贾生列传,084-016,梁怀王堕马贾谊亡,家族事件,-169,59,69,家族传承,C,距司马谈59年，可能有2-3代传承
085,吕不韦列传,085-001,吕不韦见子楚奇货可居,政治活动,-262,152,162,文献传承,C,先秦史事，依据《战国策》等文献
085,吕不韦列传,085-002,吕不韦游说华阳夫人,政治活动,-262,152,162,文献传承,C,先秦史事，依据《战国策》等文献
085,吕不韦列传,085-003,子楚立为适嗣,政治活动,-261,151,161,文献传承,C,先秦史事，依据《战国策》等文献
085,吕不韦列传,085-004,吕不韦献姬生政,家族事件,-259,149,159,文献传承,C,距司马谈149年，依赖文献
085,吕不韦列传,085-005,子楚归秦,政治活动,-257,147,157,文献传承,C,先秦史事，依据《战国策》等文献
085,吕不韦列传,085-006,昭王薨安国君立,继位,-251,141,151,文献传承,C,距司马谈141年，依赖文献
085,吕不韦列传,085-007,庄襄王立吕不韦为相,继位,-249,139,149,文献传承,C,距司马谈139年，依赖文献
085,吕不韦列传,085-008,秦王政立尊吕不韦,继位,-247,137,147,文献传承,C,距司马谈137年，依赖文献
085,吕不韦列传,085-009,吕不韦养士著吕氏春秋,文化活动,-239,129,139,文献传承,B,先秦人物文化活动，依据学派传承
085,吕不韦列传,085-010,嫪毐之乱,政治活动,-240,130,140,文献传承,C,先秦史事，依据《战国策》等文献
085,吕不韦列传,085-011,夏太后薨,家族事件,-240,130,140,文献传承,C,距司马谈130年，依赖文献
085,吕不韦列传,085-012,嫪毐事发夷三族,政治整顿,-238,128,138,文献传承,C,距司马谈128年，依赖文献
085,吕不韦列传,085-013,吕不韦免相,政治活动,-237,127,137,文献传承,C,先秦史事，依据《战国策》等文献
085,吕不韦列传,085-014,吕不韦饮鸩自尽,政治活动,-235,125,135,文献传承,C,先秦史事，依据《战国策》等文献
086,刺客列传,086-001,曹沫三败于齐,战争,-684,574,584,文献传承,C,距司马谈574年，必依赖文献
086,刺客列传,086-002,柯盟劫齐桓公,政治活动,-681,571,581,文献传承,C,距司马谈571年，必依赖文献
086,刺客列传,086-003,齐归鲁侵地,政治活动,-681,571,581,文献传承,C,距司马谈571年，必依赖文献
086,刺客列传,086-004,公子光谋立,政治活动,-516,406,416,文献传承,C,距司马谈406年，必依赖文献
086,刺客列传,086-005,专诸刺王僚,政治活动,-515,405,415,文献传承,C,距司马谈405年，必依赖文献
086,刺客列传,086-006,阖闾自立,继位,-515,405,415,文献传承,C,距司马谈405年，必依赖文献
086,刺客列传,086-007,豫让报智伯,政治活动,-453,343,353,文献传承,C,先秦史事，依据《战国策》等文献
086,刺客列传,086-008,豫让漆身吞炭,政治活动,-452,342,352,文献传承,C,先秦史事，依据《战国策》等文献
086,刺客列传,086-009,豫让击衣自杀,政治活动,-425,315,325,文献传承,C,先秦史事，依据《战国策》等文献
086,刺客列传,086-010,严仲子求聂政,政治活动,-399,289,299,文献传承,C,先秦史事，依据《战国策》等文献
086,刺客列传,086-011,聂政刺杀侠累,政治活动,-397,287,297,文献传承,C,先秦史事，依据《战国策》等文献
086,刺客列传,086-012,聂荣彰名,家族事件,-397,287,297,文献传承,D,距司马谈287年，远古史料可信度低
086,刺客列传,086-013,太子丹归燕求报秦,政治活动,-232,122,132,文献传承,C,先秦史事，依据《战国策》等文献
086,刺客列传,086-014,田光荐荆轲自刎,政治活动,-228,118,128,文献传承,C,先秦史事，依据《战国策》等文献
086,刺客列传,086-015,樊於期献首,政治活动,-228,118,128,文献传承,C,先秦史事，依据《战国策》等文献
086,刺客列传,086-016,易水送别,政治活动,-227,117,127,文献传承,C,先秦史事，依据《战国策》等文献
086,刺客列传,086-017,荆轲刺秦王,政治活动,-227,117,127,亲历口述,B,夏无且口述
086,刺客列传,086-018,秦灭燕国,战争,-222,112,122,文献传承,C,先秦史事，依据《战国策》等文献
086,刺客列传,086-019,高渐离刺秦,政治活动,-219,109,119,文献传承,C,先秦史事，依据《战国策》等文献
087,李斯列传,087-001,李斯从荀卿学入秦,政治活动,-250,140,150,官方叙事,B,政治事件，依据官方叙事
087,李斯列传,087-002,李斯说秦王统一,政治活动,-237,127,137,官方叙事,B,政治事件，依据官方叙事
087,李斯列传,087-003,李斯上谏逐客书,政治活动,-237,127,137,官方叙事,B,政治事件，依据官方叙事
087,李斯列传,087-004,秦并天下李斯为丞相,政治活动,-221,111,121,官方叙事,B,政治事件，依据官方叙事
087,李斯列传,087-005,焚书议,政治整顿,-213,103,113,文献传承,C,距司马谈103年，依赖文献
087,李斯列传,087-006,李斯极盛之叹,政治活动,-212,102,112,官方叙事,B,政治事件，依据官方叙事
087,李斯列传,087-007,始皇崩沙丘之谋,政治活动,-210,100,110,官方叙事,B,政治事件，依据官方叙事
087,李斯列传,087-008,赵高说李斯立胡亥,政治活动,-210,100,110,官方叙事,B,政治事件，依据官方叙事
087,李斯列传,087-009,矫诏赐扶苏死,政治活动,-210,100,110,官方叙事,B,政治事件，依据官方叙事
087,李斯列传,087-010,二世立赵高用事,继位,-210,100,110,文献传承,C,距司马谈100年，依赖文献
087,李斯列传,087-011,二世诛公子大臣,政治整顿,-209,99,109,家族传承,C,距司马谈99年，可能有2-3代传承
087,李斯列传,087-012,陈胜吴广起义,战争,-209,99,109,军中传闻,C,军中流传
087,李斯列传,087-013,李斯阿二世行督责,政治活动,-209,99,109,官方叙事,B,政治事件，依据官方叙事
087,李斯列传,087-014,赵高谮李斯,政治活动,-208,98,108,官方叙事,B,政治事件，依据官方叙事
087,李斯列传,087-015,李斯上书言赵高,政治活动,-208,98,108,官方叙事,B,政治事件，依据官方叙事
087,李斯列传,087-016,李斯下狱,政治整顿,-208,98,108,家族传承,C,距司马谈98年，可能有2-3代传承
087,李斯列传,087-017,李斯腰斩,政治整顿,-208,98,108,家族传承,C,距司马谈98年，可能有2-3代传承
087,李斯列传,087-018,赵高杀二世,政治活动,-207,97,107,官方叙事,B,政治事件，依据官方叙事
087,李斯列传,087-019,子婴杀赵高,政治整顿,-207,97,107,家族传承,C,距司马谈97年，可能有2-3代传承
087,李斯列传,087-020,秦亡,战争,-206,96,106,军中传闻,C,军中流传
088,蒙恬列传,088-001,蒙骜伐韩魏立功,战争,-249,139,149,军中传闻,C,军中流传
088,蒙恬列传,088-002,蒙武攻楚杀项燕,战争,-224,114,124,军中传闻,C,军中流传
088,蒙恬列传,088-003,蒙恬攻齐并天下,战争,-221,111,121,军中传闻,C,军中流传
088,蒙恬列传,088-004,蒙恬北逐匈奴筑长城,建设,-215,105,115,文献传承,C,距司马谈105年，依赖文献
088,蒙恬列传,088-005,蒙氏受宠位极人臣,政治活动,-215,105,115,官方叙事,B,政治事件，依据官方叙事
088,蒙恬列传,088-006,赵高获罪蒙毅判死,政治整顿,-212,102,112,文献传承,C,距司马谈102年，依赖文献
088,蒙恬列传,088-007,始皇崩沙丘政变,政治活动,-210,100,110,官方叙事,B,政治事件，依据官方叙事
088,蒙恬列传,088-008,扶苏蒙恬受诏,政治活动,-210,100,110,官方叙事,B,政治事件，依据官方叙事
088,蒙恬列传,088-009,赵高谮蒙毅,政治活动,-210,100,110,官方叙事,B,政治事件，依据官方叙事
088,蒙恬列传,088-010,子婴谏勿杀蒙氏,政治活动,-210,100,110,官方叙事,B,政治事件，依据官方叙事
088,蒙恬列传,088-011,蒙毅被杀,政治整顿,-210,100,110,文献传承,C,距司马谈100年，依赖文献
088,蒙恬列传,088-012,蒙恬自杀,政治活动,-210,100,110,官方叙事,B,政治事件，依据官方叙事
089,张耳陈馀列传,089-001,张耳陈馀结刎颈交,家族事件,-240,130,140,家族传承,B,秦汉人物家族，可能有家族传承
089,张耳陈馀列传,089-002,秦灭魏二人隐陈,政治活动,-222,112,122,官方叙事,B,政治事件，依据官方叙事
089,张耳陈馀列传,089-003,从陈涉起兵,战争,-209,99,109,军中传闻,C,军中流传
089,张耳陈馀列传,089-004,张耳陈馀谏陈涉,政治活动,-209,99,109,官方叙事,B,政治事件，依据官方叙事
089,张耳陈馀列传,089-005,武臣略赵北征,战争,-209,99,109,军中传闻,C,军中流传
089,张耳陈馀列传,089-006,蒯通说范阳降,政治活动,-209,99,109,官方叙事,B,政治事件，依据官方叙事
089,张耳陈馀列传,089-007,武臣称赵王,继位,-209,99,109,家族传承,C,距司马谈99年，可能有2-3代传承
089,张耳陈馀列传,089-008,陈王怒欲击赵,政治活动,-209,99,109,官方叙事,B,政治事件，依据官方叙事
089,张耳陈馀列传,089-009,韩广立为燕王,继位,-209,99,109,家族传承,C,距司马谈99年，可能有2-3代传承
089,张耳陈馀列传,089-010,赵王被燕囚获释,政治活动,-209,99,109,官方叙事,B,政治事件，依据官方叙事
089,张耳陈馀列传,089-011,李良叛赵杀武臣,战争,-208,98,108,军中传闻,C,军中流传
089,张耳陈馀列传,089-012,立赵歇为赵王,继位,-208,98,108,家族传承,C,距司马谈98年，可能有2-3代传承
089,张耳陈馀列传,089-013,巨鹿之围,战争,-208,98,108,军中传闻,C,军中流传
089,张耳陈馀列传,089-014,项羽破秦解巨鹿,战争,-207,97,107,军中传闻,C,军中流传
089,张耳陈馀列传,089-015,张耳陈馀反目,政治活动,-207,97,107,官方叙事,B,政治事件，依据官方叙事
089,张耳陈馀列传,089-016,项羽封张耳常山王,政治活动,-206,96,106,官方叙事,B,政治事件，依据官方叙事
089,张耳陈馀列传,089-017,陈馀袭常山张耳奔汉,战争,-205,95,105,军中传闻,C,军中流传
089,张耳陈馀列传,089-018,韩信破赵斩陈馀,战争,-204,94,104,军中传闻,C,军中流传
089,张耳陈馀列传,089-019,张耳立为赵王,继位,-203,93,103,家族传承,C,距司马谈93年，可能有2-3代传承
089,张耳陈馀列传,089-020,贯高谋刺高祖,政治活动,-200,90,100,官方叙事,B,政治事件，依据官方叙事
089,张耳陈馀列传,089-021,柏人刺杀未遂,政治活动,-199,89,99,官方叙事,B,政治事件，依据官方叙事
089,张耳陈馀列传,089-022,贯高入狱明主不反,政治活动,-198,88,98,官方叙事,B,政治事件，依据官方叙事
089,张耳陈馀列传,089-023,张敖封宣平侯,政治活动,-198,88,98,官方叙事,B,政治事件，依据官方叙事
090,魏豹彭越列传,090-001,魏咎从陈涉立为魏王,继位,-209,99,109,家族传承,C,距司马谈99年，可能有2-3代传承
090,魏豹彭越列传,090-002,章邯围临济魏咎自焚,战争,-208,98,108,军中传闻,C,军中流传
090,魏豹彭越列传,090-003,魏豹复魏立为魏王,继位,-206,96,106,家族传承,C,距司马谈96年，可能有2-3代传承
090,魏豹彭越列传,090-004,魏豹叛汉被杀,战争,-205,95,105,军中传闻,C,军中流传
090,魏豹彭越列传,090-005,彭越聚众起事,战争,-208,98,108,军中传闻,C,军中流传
090,魏豹彭越列传,090-006,彭越归汉拜魏相国,政治活动,-205,95,105,官方叙事,B,政治事件，依据官方叙事
090,魏豹彭越列传,090-007,彭越游兵袭楚绝粮,战争,-204,94,104,军中传闻,C,军中流传
090,魏豹彭越列传,090-008,彭越会垓下灭楚,战争,-202,92,102,军中传闻,C,军中流传
090,魏豹彭越列传,090-009,彭越立为梁王,继位,-202,92,102,家族传承,C,距司马谈92年，可能有2-3代传承
090,魏豹彭越列传,090-010,彭越被诬谋反夷族,政治整顿,-196,86,96,家族传承,C,距司马谈86年，可能有2-3代传承
091,黥布列传,091-001,黥布少年相面,家族事件,-225,115,125,家族传承,B,秦汉人物家族，可能有家族传承
091,黥布列传,091-002,黥布论输丽山,政治整顿,-215,105,115,文献传承,C,距司马谈105年，依赖文献
091,黥布列传,091-003,黥布起兵反秦,战争,-209,99,109,军中传闻,C,军中流传
091,黥布列传,091-004,英布归属项梁,战争,-208,98,108,军中传闻,C,军中流传
091,黥布列传,091-005,英布常冠军随项梁,战争,-208,98,108,军中传闻,C,军中流传
091,黥布列传,091-006,英布先渡河破秦,战争,-207,97,107,军中传闻,C,军中流传
091,黥布列传,091-007,坑杀秦卒入咸阳,战争,-206,96,106,军中传闻,C,军中流传
091,黥布列传,091-008,项王封布为九江王,继位,-206,96,106,家族传承,C,距司马谈96年，可能有2-3代传承
091,黥布列传,091-009,英布追杀义帝,政治活动,-206,96,106,官方叙事,B,政治事件，依据官方叙事
091,黥布列传,091-010,英布称病不助楚,政治活动,-205,95,105,官方叙事,B,政治事件，依据官方叙事
091,黥布列传,091-011,随何出使淮南,政治活动,-204,94,104,官方叙事,B,政治事件，依据官方叙事
091,黥布列传,091-012,英布叛楚归汉,战争,-204,94,104,军中传闻,C,军中流传
091,黥布列传,091-013,英布入见汉王,政治活动,-204,94,104,官方叙事,B,政治事件，依据官方叙事
091,黥布列传,091-014,封布为淮南王,继位,-203,93,103,家族传承,C,距司马谈93年，可能有2-3代传承
091,黥布列传,091-015,英布破楚于垓下,战争,-202,92,102,军中传闻,C,军中流传
091,黥布列传,091-016,随何论功受封,政治活动,-202,92,102,官方叙事,B,政治事件，依据官方叙事
091,黥布列传,091-017,英布朝见天子,政治活动,-200,90,100,官方叙事,B,政治事件，依据官方叙事
091,黥布列传,091-018,英布心恐聚兵,政治活动,-196,86,96,官方叙事,B,政治事件，依据官方叙事
091,黥布列传,091-019,贲赫告变,政治活动,-196,86,96,官方叙事,B,政治事件，依据官方叙事
091,黥布列传,091-020,薛公论三策,政治活动,-196,86,96,官方叙事,B,政治事件，依据官方叙事
091,黥布列传,091-021,英布东击荆楚,战争,-196,86,96,军中传闻,C,军中流传
091,黥布列传,091-022,汉布蕲西会战,战争,-196,86,96,军中传闻,C,军中流传
091,黥布列传,091-023,英布兵败身死,战争,-196,86,96,军中传闻,C,军中流传
091,黥布列传,091-024,立皇子长为淮南王,继位,-196,86,96,家族传承,C,距司马谈86年，可能有2-3代传承
092,淮阴侯列传,092-001,韩信贫困寄食,家族事件,-209,99,109,家族传承,B,秦汉人物家族，可能有家族传承
092,淮阴侯列传,092-002,漂母饭信,家族事件,-209,99,109,家族传承,B,秦汉人物家族，可能有家族传承
092,淮阴侯列传,092-003,胯下之辱,家族事件,-209,99,109,家族传承,B,秦汉人物家族，可能有家族传承
092,淮阴侯列传,092-004,韩信投奔项梁项羽,政治活动,-208,98,108,官方叙事,B,政治事件，依据官方叙事
092,淮阴侯列传,092-005,韩信归汉为连敖,政治活动,-206,96,106,官方叙事,B,政治事件，依据官方叙事
092,淮阴侯列传,092-006,萧何月下追韩信,政治活动,-206,96,106,官方叙事,B,政治事件，依据官方叙事
092,淮阴侯列传,092-007,拜将坛论天下,政治活动,-206,96,106,官方叙事,B,政治事件，依据官方叙事
092,淮阴侯列传,092-008,出陈仓定三秦,战争,-206,96,106,军中传闻,C,军中流传
092,淮阴侯列传,092-009,击魏虏魏王豹,战争,-205,95,105,军中传闻,C,军中流传
092,淮阴侯列传,092-010,破代禽夏说,战争,-205,95,105,军中传闻,C,军中流传
092,淮阴侯列传,092-011,背水一战破赵,战争,-204,94,104,军中传闻,C,军中流传
092,淮阴侯列传,092-012,韩信师事广武君,政治活动,-204,94,104,官方叙事,B,政治事件，依据官方叙事
092,淮阴侯列传,092-013,广武君献策服燕,政治活动,-204,94,104,官方叙事,B,政治事件，依据官方叙事
092,淮阴侯列传,092-014,汉王夺韩信军,政治活动,-204,94,104,官方叙事,B,政治事件，依据官方叙事
092,淮阴侯列传,092-015,韩信袭破齐历下军,战争,-203,93,103,军中传闻,C,军中流传
092,淮阴侯列传,092-016,潍水之战杀龙且,战争,-203,93,103,军中传闻,C,军中流传
092,淮阴侯列传,092-017,韩信自请为齐王,政治活动,-203,93,103,官方叙事,B,政治事件，依据官方叙事
092,淮阴侯列传,092-018,武涉说韩信,政治活动,-203,93,103,官方叙事,B,政治事件，依据官方叙事
092,淮阴侯列传,092-019,蒯通说韩信三分天下,政治活动,-203,93,103,官方叙事,B,政治事件，依据官方叙事
092,淮阴侯列传,092-020,垓下会师破项羽,战争,-202,92,102,军中传闻,C,军中流传
092,淮阴侯列传,092-021,徙封楚王都下邳,继位,-202,92,102,家族传承,C,距司马谈92年，可能有2-3代传承
092,淮阴侯列传,092-022,韩信报恩故人,家族事件,-202,92,102,家族传承,B,秦汉人物家族，可能有家族传承
092,淮阴侯列传,092-023,伪游云梦擒韩信,政治整顿,-201,91,101,家族传承,C,距司马谈91年，可能有2-3代传承
092,淮阴侯列传,092-024,韩信贬为淮阴侯,政治整顿,-201,91,101,家族传承,C,距司马谈91年，可能有2-3代传承
092,淮阴侯列传,092-025,韩信论将兵多多益善,政治活动,-201,91,101,官方叙事,B,政治事件，依据官方叙事
092,淮阴侯列传,092-026,韩信谋反联陈豨,政治活动,-197,87,97,官方叙事,B,政治事件，依据官方叙事
092,淮阴侯列传,092-027,吕后诛杀韩信,政治整顿,-196,86,96,家族传承,C,距司马谈86年，可能有2-3代传承
092,淮阴侯列传,092-028,高祖捕蒯通赦之,政治活动,-196,86,96,官方叙事,B,政治事件，依据官方叙事
093,韩信卢绾列传,093-001,韩王信从沛公略韩地,战争,-207,97,107,军中传闻,C,军中流传
093,韩信卢绾列传,093-002,韩王信从入汉中,政治活动,-206,96,106,官方叙事,B,政治事件，依据官方叙事
093,韩信卢绾列传,093-003,韩王信攻韩地封韩王,战争,-205,95,105,军中传闻,C,军中流传
093,韩信卢绾列传,093-004,韩王信徙治马邑,政治活动,-201,91,101,官方叙事,B,政治事件，依据官方叙事
093,韩信卢绾列传,093-005,韩王信降匈奴,战争,-201,91,101,军中传闻,C,军中流传
093,韩信卢绾列传,093-006,汉击韩信军铜鞮,战争,-200,90,100,军中传闻,C,军中流传
093,韩信卢绾列传,093-007,白登之围,战争,-200,90,100,军中传闻,C,军中流传
093,韩信卢绾列传,093-008,韩信为匈奴击边,战争,-200,90,100,军中传闻,C,军中流传
093,韩信卢绾列传,093-009,韩王信战死参合,战争,-197,87,97,军中传闻,C,军中流传
093,韩信卢绾列传,093-010,韩信子孙归汉封侯,家族事件,-166,56,66,家族传承,B,秦汉人物家族，可能有家族传承
093,韩信卢绾列传,093-011,卢绾与高祖同日生,家族事件,-256,146,156,家族传承,B,秦汉人物家族，可能有家族传承
093,韩信卢绾列传,093-012,卢绾从高祖起沛,战争,-209,99,109,军中传闻,C,军中流传
093,韩信卢绾列传,093-013,卢绾封为燕王,继位,-202,92,102,家族传承,C,距司马谈92年，可能有2-3代传承
093,韩信卢绾列传,093-014,卢绾通谋匈奴,政治活动,-196,86,96,官方叙事,B,政治事件，依据官方叙事
093,韩信卢绾列传,093-015,卢绾亡入匈奴,政治活动,-195,85,95,官方叙事,B,政治事件，依据官方叙事
093,韩信卢绾列传,093-016,卢绾妻子降汉,家族事件,-180,70,80,家族传承,B,秦汉人物家族，可能有家族传承
093,韩信卢绾列传,093-017,卢绾孙封亚谷侯,家族事件,-144,34,44,家族传承,B,秦汉人物家族，可能有家族传承
093,韩信卢绾列传,093-018,陈豨封侯监赵代兵,政治活动,-200,90,100,官方叙事,B,政治事件，依据官方叙事
093,韩信卢绾列传,093-019,周昌疑陈豨宾客,政治活动,-199,89,99,官方叙事,B,政治事件，依据官方叙事
093,韩信卢绾列传,093-020,陈豨反叛自立代王,战争,-197,87,97,军中传闻,C,军中流传
093,韩信卢绾列传,093-021,汉军平定陈豨,战争,-196,86,96,军中传闻,C,军中流传
093,韩信卢绾列传,093-022,立代王恆,继位,-196,86,96,家族传承,C,距司马谈86年，可能有2-3代传承
093,韩信卢绾列传,093-023,樊哙斩陈豨于灵丘,战争,-195,85,95,军中传闻,C,军中流传
094,田儋列传,094-001,田儋杀令自立齐王,战争,-209,99,109,军中传闻,C,军中流传
094,田儋列传,094-002,田儋救魏战死,战争,-208,98,108,军中传闻,C,军中流传
094,田儋列传,094-003,齐人立田假为王,继位,-208,98,108,家族传承,C,距司马谈98年，可能有2-3代传承
094,田儋列传,094-004,田荣逐田假立田市,战争,-208,98,108,军中传闻,C,军中流传
094,田儋列传,094-005,田荣拒出兵助楚赵,政治活动,-208,98,108,官方叙事,B,政治事件，依据官方叙事
094,田儋列传,094-006,项羽分封三齐,政治活动,-206,96,106,官方叙事,B,政治事件，依据官方叙事
094,田儋列传,094-007,田荣并三齐,战争,-206,96,106,军中传闻,C,军中流传
094,田儋列传,094-008,项王伐齐田荣败死,战争,-205,95,105,军中传闻,C,军中流传
094,田儋列传,094-009,田横收齐立田广,政治活动,-205,95,105,官方叙事,B,政治事件，依据官方叙事
094,田儋列传,094-010,郦生说齐罢兵,政治活动,-203,93,103,官方叙事,B,政治事件，依据官方叙事
094,田儋列传,094-011,韩信袭齐破龙且,战争,-203,93,103,军中传闻,C,军中流传
094,田儋列传,094-012,田横亡走梁归彭越,政治活动,-203,93,103,官方叙事,B,政治事件，依据官方叙事
094,田儋列传,094-013,韩信平齐自立齐王,继位,-203,93,103,家族传承,C,距司马谈93年，可能有2-3代传承
094,田儋列传,094-014,田横入海居岛,政治活动,-202,92,102,官方叙事,B,政治事件，依据官方叙事
094,田儋列传,094-015,田横自刎尸乡,政治活动,-202,92,102,官方叙事,B,政治事件，依据官方叙事
094,田儋列传,094-016,二客殉死,家族事件,-202,92,102,家族传承,B,秦汉人物家族，可能有家族传承
094,田儋列传,094-017,五百人岛中自杀,家族事件,-202,92,102,家族传承,B,秦汉人物家族，可能有家族传承
095,樊郦滕灌列传,095-001,樊哙从沛公起丰沛,战争,-209,99,109,军中传闻,C,军中流传
095,樊郦滕灌列传,095-002,樊哙随沛公攻秦入关,战争,-207,97,107,军中传闻,C,军中流传
095,樊郦滕灌列传,095-003,鸿门宴闯帐救主,政治活动,-206,96,106,官方叙事,B,政治事件，依据官方叙事
095,樊郦滕灌列传,095-004,樊哙还定三秦,战争,-206,96,106,军中传闻,C,军中流传
095,樊郦滕灌列传,095-005,樊哙从击项籍诸战,战争,-202,92,102,军中传闻,C,军中流传
095,樊郦滕灌列传,095-006,樊哙平叛击胡,战争,-195,85,95,军中传闻,C,军中流传
095,樊郦滕灌列传,095-007,樊哙排闼谏帝,政治活动,-195,85,95,官方叙事,B,政治事件，依据官方叙事
095,樊郦滕灌列传,095-008,高帝欲斩樊哙,政治整顿,-195,85,95,家族传承,C,距司马谈85年，可能有2-3代传承
095,樊郦滕灌列传,095-009,樊哙卒舞阳侯传嗣,家族事件,-189,79,89,家族传承,B,秦汉人物家族，可能有家族传承
095,樊郦滕灌列传,095-010,郦商聚兵从沛公,战争,-207,97,107,军中传闻,C,军中流传
095,樊郦滕灌列传,095-011,郦商定北地从击项羽,战争,-202,92,102,军中传闻,C,军中流传
095,樊郦滕灌列传,095-012,郦商平叛击布封侯,战争,-196,86,96,军中传闻,C,军中流传
095,樊郦滕灌列传,095-013,郦况卖交诛吕,政治活动,-180,70,80,官方叙事,B,政治事件，依据官方叙事
095,樊郦滕灌列传,095-014,夏侯婴事沛公为太仆,政治活动,-209,99,109,官方叙事,B,政治事件，依据官方叙事
095,樊郦滕灌列传,095-015,夏侯婴从击秦入关,战争,-207,97,107,军中传闻,C,军中流传
095,樊郦滕灌列传,095-016,彭城之战救孝惠鲁元,战争,-205,95,105,军中传闻,C,军中流传
095,樊郦滕灌列传,095-017,夏侯婴从击匈奴平城,战争,-200,90,100,军中传闻,C,军中流传
095,樊郦滕灌列传,095-018,夏侯婴迎代王立文帝,政治活动,-180,70,80,官方叙事,B,政治事件，依据官方叙事
095,樊郦滕灌列传,095-019,灌婴从军起家,战争,-207,97,107,军中传闻,C,军中流传
095,樊郦滕灌列传,095-020,灌婴骑兵破楚,战争,-204,94,104,军中传闻,C,军中流传
095,樊郦滕灌列传,095-021,灌婴从韩信定齐,战争,-203,93,103,军中传闻,C,军中流传
095,樊郦滕灌列传,095-022,灌婴追斩项籍定吴,战争,-202,92,102,军中传闻,C,军中流传
095,樊郦滕灌列传,095-023,灌婴击匈奴平叛,战争,-196,86,96,军中传闻,C,军中流传
095,樊郦滕灌列传,095-024,灌婴诛吕立文帝,政治活动,-180,70,80,官方叙事,B,政治事件，依据官方叙事
095,樊郦滕灌列传,095-025,灌婴为丞相击匈奴,政治活动,-177,67,77,官方叙事,B,政治事件，依据官方叙事
096,张丞相列传,096-001,张苍从沛公入关,战争,-207,97,107,军中传闻,C,军中流传
096,张丞相列传,096-002,张苍从淮阴侯击赵,战争,-204,94,104,军中传闻,C,军中流传
096,张丞相列传,096-003,张苍封北平侯,政治活动,-201,91,101,官方叙事,B,政治事件，依据官方叙事
096,张丞相列传,096-004,张苍为计相主计,政治活动,-200,90,100,官方叙事,B,政治事件，依据官方叙事
096,张丞相列传,096-005,周苛守荥阳殉节,战争,-203,93,103,军中传闻,C,军中流传
096,张丞相列传,096-006,周昌封汾阴侯,政治活动,-201,91,101,官方叙事,B,政治事件，依据官方叙事
096,张丞相列传,096-007,周昌直谏比桀纣,政治活动,-200,90,100,官方叙事,B,政治事件，依据官方叙事
096,张丞相列传,096-008,周昌廷争保太子,政治活动,-195,85,95,官方叙事,B,政治事件，依据官方叙事
096,张丞相列传,096-009,赵尧建议周昌相赵,政治活动,-198,88,98,官方叙事,B,政治事件，依据官方叙事
096,张丞相列传,096-010,赵尧拜御史大夫,政治活动,-198,88,98,官方叙事,B,政治事件，依据官方叙事
096,张丞相列传,096-011,周昌护赵王不遣,政治活动,-194,84,94,官方叙事,B,政治事件，依据官方叙事
096,张丞相列传,096-012,赵王如意被杀,政治整顿,-194,84,94,家族传承,C,距司马谈84年，可能有2-3代传承
096,张丞相列传,096-013,任敖为御史大夫,政治活动,-187,77,87,官方叙事,B,政治事件，依据官方叙事
